filename,CNPJ
PCS - B03910.pdf,05.391.884/0001-76
PDC - 18.02.pdf,21.389.525/0001-30
PDI - B02010.pdf,05.789.313/0001-94
PDM - B03410 - NÃO TEM LINHA PRA LANÇAR.pdf,"02.556.123/0001-39,42.591.651/0522-91"
PDP - B0167 (2).pdf,07.545.705/0006-48
PDP - B0167 (3).pdf,07.545.705/0006-48
PDP - B0167 (4).pdf,07.545.705/0006-48
PDP - B0167 (5).pdf,07.545.705/0006-48
PDP - B0167.pdf,07.545.705/0006-48
PDP - B01670  2.pdf,04.895.134/0001-79
PDP - B01670 (2)2.pdf,04.895.134/0001-79
PDP - B01670 (3) BANCO OK.pdf,04.895.134/0001-79
PDP - B01670 (3).pdf,04.895.134/0001-79
PDP - B01670 (4) BANCO OK.pdf,04.895.134/0001-79
"PDP - B01670 -  54608,01 BANCO OK.pdf",07.545.705/0006-48
PDP - B01670 2.pdf,04.895.134/0001-79
PDP - B01670 BANCO OK.pdf,04.895.134/0001-79
PDP - B01670.pdf,04.895.134/0001-79
PDR - 05.02.2022 (BOLETO SEM DESCRIÇÃO DE PGTO).pdf,
PDR - B0668.pdf,13.004.510/0001-89
PDR - B06680 FRAN ALUGUEL BANCO OK.pdf,13.004.510/0001-89
PDR - B06680 FRANQ DESMEMBRAR (2).pdf,41.090.689/0001-70
PDR - B06680 FRANQ DESMEMBRAR.pdf,"41,090,689/0001-70,41.090.689/0001-70"
PEL - B09040 ENVIAR FRANQ (2).pdf,27.289.483/0001-42
PEL - B09040 ENVIAR FRANQ 1.pdf,27.289.483/0001-42
PEL - B09040 ENVIAR FRANQ.pdf,27.289.483/0001-42
PEL - B09040 FRANQ ALUGUEL.pdf,93.209.765/0001-17
PEL - B09040 FRANQ DESMEMBRAR.pdf,27.289.483/0001-42
PES - B0125 - ELETRONICO.pdf,
PES B0125 - PAGO 07.02.pdf,
PFL - B04030  2.pdf,
PFL - B04030.pdf,
PFS - B95050 ENVIAR FRANQ  2.pdf,31.846.776/0001-50
PFS - B95050 ENVIAR FRANQ (2).pdf,31.846.776/0001-50
PFS - B95050 ENVIAR FRANQ.pdf,31.846.776/0001-50
PFS - B95050 FRANQ ALUGUEL.pdf,31.846.776/0001-50
PGB - B40010 - LANÇAR FP.pdf,18.788.033/0001-03
PGB - B40010 - TIRAR DA SOMA - PROGRAMAR ELETRONICO.pdf,63.560.114/0001-06
PGB - B40010 3.pdf,18.788.033/0001-03
PGB - B40010.pdf,18.788.033/0001-03
PGD - B0090.pdf,47.508.411/0001-56
PGD - B00900 BOLETO SEM DESCRIÇÃO DE PGTO.pdf,54.360.623/0001-02
PGS - B01120 - LANÇAMENTO FEITO A MAIOR.pdf,"53.773.404/0001-84,42.591.651/0943-77"
PGS - B01120.pdf,"42.591.651/0943-77,29.423.721/0001-96"
PH2 - B00830 (2).pdf,67.969.964/0001-13
PH2 - B00830.pdf,67.969.964/0001-13
PHA - B00300 (2).pdf,67.969.964/0001-13
PHA - B00300 (3).pdf,67.969.964/0001-13
PHA - B00300.pdf,67.969.964/0001-13
PHI - B00460 -  (1).pdf,
PHI - B00460 -  (2).pdf,45.543.915/0001-81
PIC - B07260 (2).pdf,22.658.370/0001-53
"PIC - B07260 - LANÇADO 102,58 JUROS 926,96 ENERGIA 18,46 AGUA.pdf","2,.,6,5,8,3,7,0,/,1,-"
PIC - B07260.pdf,22.658.370/0001-53
PIE - B03120 ENVIAR FRANQ (2).pdf,"2,.,6,5,8,3,7,0,/,1,-"
PIE - B03120 ENVIAR FRANQ (3).pdf,"2,,,.,6,5,8,3,7,0,/,1,-"
PIE - B03120 ENVIAR FRANQ (4).pdf,"2,,,.,6,5,8,3,7,0,/,1,-"
PIE - B03120 ENVIAR FRANQ.pdf,"2,,,.,6,5,8,3,7,0,/,1,-"
PIE - B03120 FRANQ ALUGUEL (2) DUPLICIDA.pdf,"08.904.571/0001-62,13.792.742/0001-49"
PIE - B03120 FRANQ ALUGUEL (2) VERIF DUPLICIDADE.pdf,"08.904.571/0001-62,13.792.742/0001-49"
PIE - B03120 FRANQ ALUGUEL (3) DUPLICIDA.pdf,13.792.742/0001-49
PIE - B03120 FRANQ ALUGUEL (3) VERIF DUPLICIDADE.pdf,13.792.742/0001-49
PIE - B03120 FRANQ ALUGUEL DUPLICIDADE.pdf,"13.792.742/0001-49,13,792.742/0001-49"
PIE - B03120 FRANQ ALUGUEL VERIF DUPLICIDADE.pdf,"13.792.742/0001-49,13,792.742/0001-49"
PIL.pdf,"1,3,.,7,9,2,4,/,0,-,,"
PIM - B11790 BANCO OK.pdf,07.443.566/0001-37
PIR - B07150 (2).pdf,
PIR - B07150.pdf,
"PK2 - B0523 - 60.698 ,26 - BANCO OK.pdf",14.551.970/0001-90
"PKS - B0512 - 189.704 ,62 - BANCO OK.pdf",14.551.970/0001-90
PLS - B50110 FRANQ ALUGUEL (3).pdf,12.130.744/0001-00
PLS - B50110 FRANQ ALUGUEL.pdf,12.130.744/0001-00
PLT - B00010 (2).pdf,60.863.032/0001-42
PLT - B00010.pdf,60.863.032/0001-42
PMI - B08190 FRANCO PAG ENCARGOS (5).pdf,"33.130.543/0001-82,18.954.481/0001-30"
PND - B0392.pdf,"04.321.130/0001-87,18.954.481/0001-30"
PNO - B09710.pdf,21.675.002/0001-50
POC - B0586 - Guarda Volumes.pdf,35.989.910/0001-23
POC - B0586 Aluguel 050222 BANCO OK.pdf,35.989.910/0001-23
POC - B0586 Guarda Volumes 050222.pdf,35.989.910/0001-23
POC - B0586 Rateio050222 BANCO OK.pdf,35.989.910/0001-23
POC - B05860.pdf,35.989.910/0001-23
POG - B11540   2.pdf,58.482.803/0001-00
POG - B11540.pdf,58.486.549/0001-18
POG B1154.pdf,24.530.650/0001-07
PPG - B02780.pdf,04.013.911/0001-04
PPG - BANCO OK.pdf,02.879.929/0001-68
PPI - B01280.pdf,22 698.684/0001-80
PRU - B08900 ENVIAR FRANQ (2).pdf,"01.758.016/0001-20,67.662.395/0001-69"
PRU - B08900 ENVIAR FRANQ.pdf,67.662.395/0001-69
PRU - B08900 FRANCO.pdf,24.716.928/0001-35
PRU - B08900 FRANQ ALUGUEL (2).pdf,35.842.724/0001-67
PRU - B08900 FRANQ ALUGUEL (3).pdf,"01.758.016/0001-20,35.842.724/0001-67"
PRU - B08900 FRANQ ALUGUEL.pdf,35.842.724/0001-67
PRV - B03270 (2).pdf,
PRV - B03270.pdf,
PSA - B0669 - 05.02.pdf,11.318.224/0001-62
PSA - B06690 (2).pdf,11.318.224/0001-62
PSA - B06690.pdf,11.318.224/0001-62
"PSB - B06200  130.662 ,21.pdf",14.551.970/0001-90
PSB - B06200 -  (1).pdf,
PSB - B06200 -  (2).pdf,45.543.915/0001-81
PSC - B02090.pdf,14.551.970/0001-90
PSH - B0802 (2) banco ok.pdf,
PSH - B0802 (2).pdf,
PSH - B0802 (3) banco ok.pdf,
PSH - B0802 (3).pdf,
PSH - B0802 (4) banco ok.pdf,
PSH - B0802 (4).pdf,
PSH - B0802 (5) banco ok.pdf,
PSH - B0802 (5).pdf,
PSH - B0802 (6) banco ok.pdf,
PSH - B0802 banco ok.pdf,
PSH - B0802.pdf,
PSH - B08020 ALUGUEL FRANQ.pdf,
PSH - B08020 DESMEMBRAR (2).pdf,
PSH - B08020 DESMEMBRAR (3).pdf,
PSH - B08020 DESMEMBRAR (4).pdf,
PSH - B08020 DESMEMBRAR (5).pdf,
PSH - B08020 DESMEMBRAR (6).pdf,
PSH - B08020 DESMEMBRAR.pdf,
PSH - B08020 ENVIAR FRANQ (2) 2.pdf,
PSH - B08020 ENVIAR FRANQ (4).pdf,
PSH - B08020 ENVIAR FRANQ (5).pdf,
PSH - B08020 ENVIAR FRANQ (6).pdf,
PSH - B08020 ENVIAR FRANQ 2.pdf,
PSH - B08020 ENVIAR FRANQ.pdf,
PSH - B08020 FRAMQ ALUGUEL.pdf,
PSH - B08020 FRANQ ALUGUEL (2).pdf,
PSH - B08020 FRANQ ALUGUEL (3).pdf,
PSH - B08020 FRANQ ALUGUEL (5).pdf,
PSH - B08020 FRANQ ALUGUEL 2.pdf,
PSH - B08020 FRANQ ALUGUEL soma n bate banco ok.pdf,
PSH - B08020 FRANQ ALUGUEL(2).pdf,
PSH - B08020 FRANQ ALUGUEL.pdf,
PSH - B08020 FRANQ DESMEMBRAR.pdf,
PSI - B07850 ENVIAR FRANQ.pdf,17.332.581/0001-61
PSI - B07850 FRANQ ALUGUEL.pdf,17.332.581/0001-61
PSJ - B4105 - 05.02.pdf,14.551.970/0001-90
PSJ - B41050.pdf,14.551.970/0001-90
PSM - B06330 (2).pdf,
PSM - B06330 (3).pdf,
PSM - B06330 (6).pdf,13.004.510/0001-89
PSM - B06330.pdf,
PSM Q-3 - MC DONALDS.pdf,11.862.955/0001-74
PSP - B70390 FRANQ ALUGUEL (2).pdf,11.158.171/0001-60
PSP - B70390 FRANQ ALUGUEL.pdf,11.158.171/0001-60
PSU - B08520 - FRANQ.pdf,12.772.196/0001-11
PTG - 16.02.pdf,79.792.883/0001-70
PTG - B05270.pdf,21.764.677/0001-76
PTG - BANCO OK.pdf,02.879.929/0001-68
PTM - B10240  BANC OK.pdf,13.182.485/0001-23
PTM - B10240 VERIF ELETRONICO (2).pdf,13.182.485/0001-23
PTM - B10240 VERIF ELETRONICO.pdf,13.182.485/0001-23
"PTR - B03370 (2) LANÇAR 99,38.pdf",31.150.147/0001-91
PTR - B03370 (2).pdf,
PTR - B03370 (3).pdf,04.178.017/0001-94
"PTR - B03370 LANÇAR 93,01.pdf",31.150.147/0001-91
PTR - B03370.pdf,04.449.844/0001-75
PTY - B4062 (2).pdf,10.547.742/0001-95
PTY - B4062.pdf,10.547.742/0001-95
PTY - B40620 (11).pdf,10.547.742/0001-95
PTY - B40620 (2) - JA BAIXADO.pdf,10.547.742/0001-95
PTY - B40620 (2).pdf,10.547.742/0001-95
PTY - B40620 (3).pdf,10.547.742/0001-95
PTY - B40620 (4).pdf,10.547.742/0001-95
PTY - B40620 - ERRO BANCO.pdf,10.547.742/0001-95
PTY - B40620 - JA BAIXADO.pdf,10.547.742/0001-95
PTY - B40620.pdf,10.547.742/0001-95
PUR - B0863.pdf,35.737.292/0001-24
PUR - B08630 DESMEMBRAR.pdf,35.737.292/0001-24
PVR - B20370 -  (1).pdf,45.543.915/0001-81
PVR - B20370 -  (2).pdf,45.543.915/0001-81
PWS - B40670 (2) - ELETRONICO.pdf,11.367.914/0001-01
PWS - B40670 (2).pdf,11.367.914/0001-01
PWS - B40670 (3).pdf,22.424.335/0001-70
PWS - B40670 (4).pdf,22.424.335/0001-70
PWS - B40670 (5).pdf,22.424.335/0001-70
PWS - B40670 - ELETRONICO.pdf,11.367.914/0001-01
PWS - B40670 - ENERGIA.pdf,21.774.558/0001-02
PWS - B40670 1.pdf,22.424.335/0001-70
PWS - B40670 BANCO OK.pdf,21.774.558/0001-02
PZS - B00400 (2).pdf,00.787.330/0001-79
PZS - B00400.pdf,00.787.330/0001-79
"RAM - B40350 - 15.02 71.326 ,74 BANCO OK.pdf",24.436.027/0001-90
RAP - B00660.pdf,"01.195.612/0001-40,12.130.744/0001-00"
RAP B0066.pdf,34.309.019/0001-36
RAP Boleto - Mc Donalds - Vcto. 23-02-2022.pdf,"01.195.612/0001-40,12.130.744/0001-00"
RAP- Mccafé - Vcto 18-02-2022.pdf,01.195.612/0001-40
RAS - B20180 FRANQ - ELETRONICO.pdf,72.911.837/0001-01
RB1 - B0284 (2).pdf,09.002.580/0001-20
RB1 - B0284.pdf,14.087.828/0001-33
RB1 - B02840.pdf,14.087.828/0001-33
"RB4 - B02860 (2) 2.101 ,85.pdf","33.429.713/0001-24,42.591.651/0496-65"
"RB4 - B02860 (3) 3.374 ,46.pdf","33.429.713/0001-24,42.591.651/0496-65"
"RB4 - B02860 - LANÇAR -1749,37.pdf",42.507.327/0001-02
"RB4 - B02860 2.101 ,85.pdf","33.429.713/0001-24,42.591.651/0496-65"
RBD - B2084 - ELETRONICO.pdf,14.444.950/0001-10
RBD - B2084.pdf,"14.444.950/0001-10,14.444,950/0001-10"
RBD - B20840 (2).pdf,14.444.950/0001-10
RBD - B20840 ENERGIA FILIAL KM58.pdf,58.699.232/0001-60
RBD - B20840.pdf,"14.444.950/0001-10,14.444,950/0001-10"
RBS - B2016 (3).pdf,58.699.232/0001-60
RCF - B06000 .pdf,13.004.510/0001-89
RCH - B06060 (2).pdf,79.792.883/0001-70
RCH - B06060.pdf,83.646.984/0001-00
"RCL - B0532 - 5062,19.pdf",05.789.313/0001-94
RCL - B05320 BANCO OK.pdf,46.055.141/0001-02
RCL - B05320.pdf,07.889.007/0001-55
RD2 - B08290 FRANQ ALUGUEL.pdf,11.997.274/0001-13
RD2 - B08290.pdf,
RDR - B08810 FRANQ ALUGUEL - ELETRONICO.pdf,05.294.268/0001-05
RDS - B08280 FRANQ ALUG 2 BOLETOS BANCO OK.pdf,35.480.618/0001-80
RDS - B08280 FRANQ ALUGUEL.pdf,35.480.618/0001-80
RDS - B08280 FRANQBOLETOS  ALUGUEL 02 22 ARCOS.pdf,35.480.618/0001-80
RDS - B08280.pdf,
REC - B60050 - FRAN.pdf,00.821.438/0001-30
REC - B60050 - FRANQ.pdf,00.821.438/0001-30
REC - B60050 - FRANQUEADO.pdf,00.821.438/0001-30
REC - B60050.pdf,00.821.438/0001-30
REC - B6005_NDS_202202_parte_087.pdf,00.821.438/0001-30
REEMBOLSO IPTU 2022 - ARK.pdf,
REEMBOLSO IPTU 2022 - CEM.pdf,
REEMBOLSO IPTU 2022 - CWB.pdf,
REEMBOLSO IPTU 2022 - DBI.pdf,
REEMBOLSO IPTU 2022 - DPG.pdf,
REEMBOLSO IPTU 2022 - ENG.pdf,
REEMBOLSO IPTU 2022 - LDR.pdf,
REEMBOLSO IPTU 2022 - LIB.pdf,
REEMBOLSO IPTU 2022 - PEN.pdf,
REEMBOLSO IPTU 2022 - RPD.pdf,
REEMBOLSO IPTU 2022 - SAP.pdf,
RES - B02960 (2).pdf,74.068.623/0001-63
RES - B02960.pdf,"14,068.823/0001-63"
RGC - B0500 (2).pdf,22.761.208/0001-66
RGC - B0500.pdf,22.761.208/0001-66
"RGC - B05000  366,79  903,38  1646,25.pdf","2,.,7,6,1,0,8,/,-"
RIB - B05100 (2).pdf,
RIB - B05100.pdf,
RIN - B20130.pdf,"05.461.877/0001-01,56.024.581/0001-56"
RIO - B05820.pdf,00.961.475/0001-44
RIO MC DONALDS 10.02.pdf,00.961.475/0001-44
RMF - B40180 ENVIAR FRANCO.pdf,"21,399,573/0001-00,21.399.573/0001-00"
RMF - B40180 ENVIAR FRANQ.pdf,"21,399,573/0001-00,21.399.573/0001-00"
RMF - B40180 FRANQ ALUGUEL (2).pdf,21.399.573/0001-00
RMF - B40180 FRANQ ALUGUEL (3).pdf,23.803.719/0001-66
RMF - B40180 FRANQ ALUGUEL (4).pdf,23.803.719/0001-66
RMF - B40180 FRANQ ALUGUEL.pdf,21.399.573/0001-00
RMN - B09620 ENVIAR FRANQ.pdf,"21,399,573/0001-00,21.399.573/0001-00"
RMN - B09620 FRANQ ALUGUEL (2).pdf,23.803.719/0001-66
RMN - B09620 FRANQ ALUGUEL.pdf,23.803.719/0001-66
RMN - B09620 FRANQ IPTU.pdf,23.803.719/0001-66
RMR - B09460 (2).pdf,16.888.022/0001-70
RMR - B09460 ENVIAR FRANCO (2).pdf,16.888.022/0001-70
RMR - B09460 ENVIAR FRANCO (3).pdf,16.888.022/0001-70
RMR - B09460 ENVIAR FRANCO (4).pdf,16.888.022/0001-70
RMR - B09460 ENVIAR FRANCO.pdf,16.888.022/0001-70
RMR - B09460 FRANCO ALUGUEL (2).pdf,16.888.022/0001-70
RMR - B09460 FRANCO ALUGUEL (3).pdf,16.888.022/0001-70
RMR - B09460 FRANCO ALUGUEL (4).pdf,16.888.022/0001-70
RMR - B09460 FRANCO ALUGUEL.pdf,16.888.022/0001-70
RMR - B09460 FRANQ .pdf,16.888.022/0001-70
RMR - B09460 FRANQ ALUGUEL.pdf,16.888.022/0001-70
RMR - B09460.pdf,16.888.022/0001-70
ROD - B0731 (2) - BANCO OK.pdf,33.295.949/0001-15
ROD - B0731 (2).pdf,33.295.949/0001-15
ROD - B0731 - BANCO OK.pdf,18.645.825/0001-29
ROD - B0731.pdf,18.645.825/0001-29
ROD - B07310 ENVIAR FRANQ.pdf,12.916.408/0002-78
ROD - B07310 ENVIAR FRANQUEADO (2).pdf,"12.916.408/0002-78,33.447.690/0001-80"
ROD - B07310 ENVIAR FRANQUEADO.pdf,"12.916.408/0002-78,33.447.690/0001-80"
ROM - B10420.pdf,
ROY - B0584 (2) BANCO OK.pdf,00.908.059/0001-82
ROY - B0584 BANCO OK.pdf,00.908.059/0001-82
ROY - B05840 ENVIAR FRANQ (2).pdf,00.908.059/0001-82
ROY - B05840 ENVIAR FRANQ (2)3.pdf,00.908.059/0001-82
ROY - B05840 ENVIAR FRANQ 3.pdf,"00.908.059/0001-82,00.908.059/0001-62"
ROY - B05840 ENVIAR FRANQ.pdf,00.908.059/0001-82
ROY - B05840 FRANQ.pdf,21.764.677/0001-76
RPD - B02550 -  (1).pdf,45.543.915/0001-81
RPD - B02550 -  (2).pdf,
"RPM - B0270 - LANÇAR 2.800,97.pdf",
RPS - B08800  ENVIAR FRANQ.pdf,61.997.458/0001-51
RPS - B08800 - FRANQ - VERIF ELETRONICO.pdf,"61.997.458/0001-51,53.206.728/0001-30"
RPS - B08800 - FRANQ - VERIF ELETRONICO2.pdf,"61.997.458/0001-51,53.206.728/0001-30"
RPT - B05010 -  (1).pdf,45.543.915/0001-81
RPT - B05010 -  (2).pdf,45.543.915/0001-81
RPT 902229_RBS2026282_06.pdf,14.551.970/0001-90
RS2 - 22.02.pdf,02.679.948/0001-40
RS2 - B40710 - BANCO OK.pdf,02.679.948/0001-40
RS2 - B40710 - VERIF ELETRONICO.pdf,07.166.553/0001-68
RS2 - B40710.pdf,02.679.948/0001-40
RSB - B06090 (2) - BANCO OK.pdf,02.773.542/0001-22
RSB - B06090 (3) - BANCO OK.pdf,02.679.948/0001-40
RSB - B06090 BANCO OK.pdf,02.773.542/0001-22
RSB - B06090.pdf,02.679.948/0001-40
RSB 22.02.pdf,02.679.948/0001-40
RSB B0609 - VERIF CLASSIFICAÇÃO.pdf,71.322.150/0044-08
RSE - B08930 FRANQ ALUGUEL (VERIF ELETRONICO) (2).pdf,05.294.268/0001-05
RSE - B08930 FRANQ ALUGUEL (VERIF ELETRONICO).pdf,05.294.268/0001-05
RSH - B08850 FRANQ ALUGUEL (2) - ELETRONICO.pdf,05.294.268/0001-05
RSH - B08850 FRANQ ALUGUEL (VERIF ELETRONICO).pdf,05.294.268/0001-05
RSH - B08850 FRANQ ALUGUEL - ELETRONICO.pdf,05.294.268/0001-05
RSH - B08850 FRANQ ALUGUEL VERIFICAR ELETRONICO.pdf,05.294.268/0001-05
RSH - B08850 FRANQ ALUGUEL.pdf,05.294.268/0001-05
RSP - B0647 - Alug. Comp. Comp. 01.2022 Venc. 02.2022.pdf,12.196.405/0001-26
RSP - B0647 - FPP Comp. 01.2022 Venc. 02.2022.pdf,01.147.873/0001-94
RSP - B0647. - Cond. Comp. 01.2022 Venc. 02.2022.pdf,00.869.858/0001-97
RSU - B02900 2.pdf,33.010.836/0001-26
RSU - B02900.pdf,33.010.836/0001-26
RVE - B08040.pdf,13.501.226/0001-18
"RXV - B06140 - 154,76 banco ok.pdf",76.659.622/0001-98
RXV - B06140.pdf,78.542.636/0001-52
"S3A - B07710 (2) 666 ,08.pdf",01.278.726/0001-53
S3A - B07710 (2) ERRO BANCO.pdf,13.008.381/0001-05
S3A - B07710 (2).pdf,
S3A - B07710 - ELETRONICO.pdf,"47.054.076/0001-49,07.054.076/0001-49"
"S3A - B07710 2.101 ,28.pdf",01.278.726/0001-53
S3A - B07710.pdf,13.008.381/0002-88
SAM - B0029.pdf,"59.837.641/0001-48,18.191.228/0001-71"
SAM - B00290.pdf,67.831.842/0001-66
SAR - B20530 L.pdf,22.990.102/0001-34
SAR - B20530.pdf,22.990.102/0001-34
"SAS - B0571 PGTO URGENTE 71.284 ,98 BANCO OK.pdf",
SAT - B07240 FRANQ ALUGUEL.pdf,17.793.293/0001-04
SAV - B03030.pdf,00.103.904/0001-42
SBA - B02990 BANCO OK.pdf,97.422.620/0001-50
SBA - B02990.pdf,16.188.955/0001-54
SBB - B09310 DESMEMBRAR.pdf,09.137.429/0001-08
SBB - B09310 ENVIAR FRANQ (2).pdf,09.137.429/0001-08
SBB - B09310 ENVIAR FRANQ (3).pdf,09.137.429/0001-08
SBB - B09310 ENVIAR FRANQ 2.pdf,09.137.429/0001-08
SBB - B09310 ENVIAR FRANQ.pdf,09.137.429/0001-08
SBB - B09310 FRANQ ALUGUEL.pdf,09.137.429/0001-08
SBB - B09310 FRANQ DESMEMBRAR.pdf,09.137.429/0001-08
SBB - B09310 FRANQ.pdf,09.137.429/0001-08
SBB - B09310.pdf,09.137.429/0001-08
SBF - B0921.pdf,08.781.608/0002-93
SBF - B09210 ENVIAR FRANQ.pdf,16.980.480/0001-34
SBF - B09210 FRANQ ALUGUEL.pdf,08.781.608/0002-93
SBF - B0931.pdf,16.980.480/0001-34
SBL - B09550 ENVIAR FRANQ.pdf,15.179.694/0001-43
SBL - B09550 FRANQ ALUGUEL - ELETRONICO.pdf,09.127.346/0001-20
SBM - B1120 1.pdf,31.169.978/0001-05
SBM - B1120.pdf,31.169.978/0001-05
"SBM - B11200 (2) - PROGRAMAR 36.700,76 - 1.430,00.pdf","3,1,.,6,9,7,8,/,0,-,5"
"SBM - B11200 - PROGRAMAR 8.255,54 - -2.476,66.pdf","3,,,1,.,6,9,7,8,/,0,-,5"
SBM - B11200.pdf,38.170.860/0001-46
SBO - B0822.pdf,03.497.430/0001-59
SBO - B08220 ENVIAR FRANQ.pdf,"40.392.904/0001-24,29.738.226/0001-76"
SBO - B08220 FRANQ ALUGUEL.pdf,03.497.430/0001-59
SBP - B10130 (2).pdf,
SBP - B10130 - JÁ TEM BOLETO COM ENCARGOS.pdf,
SBP - B10130 - VERIF LANÇAMENTOS.pdf,
SBP - B10130 -.pdf,
SBP - B10130.pdf,
SBS - B06250 2.pdf,14.551.970/0001-90
SBS - B06250.pdf,"42.591.651/1150-48,14.551.970/0001-90"
SBV - B01840 (3).pdf,09.431.375/0001-80
SBV - B01840.pdf,09.431.375/0001-80
SC3 - B02420 (2).pdf,53.993.077/0001-76
SC3 - B02420 (3).pdf,53.993.077/0001-76
SC3 - B02420.pdf,61.648.655/0001-65
SCA - B02630   2.pdf,08.380.802/0001-86
SCA - B02630 (3).pdf,77.591.402/0001-32
SCA - B02630.pdf,08.380.802/0001-86
SCC - B0920.pdf,09.002.580/0001-20
SCD - B05890 (2).pdf,
SCD - B05890.pdf,
SCF - B06280 (2).pdf,03.841.406/0001-95
SCF - B06280.pdf,03.841.406/0001-95
SCJ - B04050 (2).pdf,"27.192.325/0001-70,39.346.861/0001-61"
SCJ - B04050.pdf,"27.192.325/0001-70,39.346.861/0001-61"
"SCL - B00220 - 31950,54.pdf",01.597.336/0001-46
SCL - B00220 - Duplicidade.pdf,67.668.384/0001-96
SCL - B00220 Fundo Prom.25-02-22.pdf,67.668.384/0001-96
SCL - B00220.pdf,61.464.749/0001-84
SCN - 18.02 (2).pdf,
SCN - 18.02 (3).pdf,
SCN - 18.02.pdf,
SCO - B04650 ENVIAR FRANQ (2).pdf,16.806.294/0001-83
SCO - B04650 ENVIAR FRANQ (3).pdf,16.806.294/0001-83
SCO - B04650 ENVIAR FRANQ.pdf,16.806.294/0001-83
SCO - B04650 FRANQ ALUGUEL (3) L.pdf,16.806.294/0001-83
SCO - B04650 FRANQ ALUGUEL (4) L.pdf,16.806.294/0001-83
SCO - B04650 FRANQ ALUGUEL (6) BOLETO PAGO DIA 15.pdf,16.806.294/0001-83
SCO - B04650 FRANQ ALUGUEL L.pdf,16.806.294/0001-83
SCP - B00250 (2).pdf,30.751.886/0001-76
SCP - B00250 - VERIF LANÇAMENTOS.pdf,30.751.886/0001-76
SCP - B00250 2.pdf,30.751.886/0001-76
SCP - B00250.pdf,30.751.886/0001-76
SCR - B20280.pdf,42:591.651/0001-43
SCS - B00560 -  (1).pdf,45.543.915/0001-81
SCS - B00560 -  (2).pdf,
SCS - B00560 - 2 (1).pdf,45.543.915/0001-81
SCS - B00560 - 2 (2).pdf,
SCT - B0123 (2) - 05.02- SOMA N BATE.pdf,
SCT - B01230 (2).pdf,
SCT - B01230 (3).pdf,
SCT - B01230.pdf,
SCV - B07010 - ENVIAR FRANQ.pdf,45.401.007/0001-53
SCV - B07010 FRANQ ALUGUEL.pdf,45.401.007/0001-53
SCX - B08270  (4) BANCO OK.pdf,32.215.331/0001-35
SCX - B08270  BANCO OK.pdf,32.215.331/0001-35
SCX - B08270 ELETRONICO (2).pdf,32.215.331/0001-35
SCX - B08270 FRANQ ALUGUEL BANCO OK.pdf,32.215.331/0001-35
SCX - B08270 FRANQ ALUGUEL VERIF ELETRONICO.pdf,32.215.331/0001-35
SCX - B08270 FRANQ ALUGUEL.pdf,32.215.331/0001-35
SCZ - 1802.pdf,"33.130.543/0001-82,18.954.481/0001-30"
SDE - B00350.pdf,55.044.341/0001-50
SEC - B07140 - FRANQ ENCARGOS.pdf,08.140.551/0001-62
SEC - B07140 ENVIAR FRANQUEADO (2).pdf,08.140.551/0001-62
SEC - B07140 ENVIAR FRANQUEADO.pdf,08.140.551/0001-62
SEC - B07140 FRANCO ALUGUEL (2).pdf,07.174.799/0001-81
SEC - B07140 FRANCO ALUGUEL.pdf,07.174.799/0001-81
SEC - B07140 FRANQ ALUGUEL.pdf,07.174.799/0001-81
SEC - B07140 FRANQ ENVIAR FRANQ (2).pdf,08.140.551/0001-62
SEC - B07140 FRANQ ENVIAR FRANQ.pdf,07.174.799/0001-81
SEL - B00310.pdf,46.365.524/0001-87
SEN - B11670.pdf,
SEP - B10550.pdf,18.605.172/0001-54
SES - B04530.pdf,23.478.960/0001-67
SFC - B01630 - PROGRAMAR ELETRONICO.pdf,"11.384.227/0001-02,42,591.651/0001-43"
SFL - B0624 (2).pdf,82.956.160/0001-73
SFL - B0624 (3) - JÁ BAIXADO.pdf,82.956.160/0001-73
SFL - B0624 (4).pdf,82.956.160/0001-73
SFL - B0624 (5).pdf,82.956.160/0001-73
SFL - B0624.pdf,82.956.160/0001-73
SFL - B06240 - ELETRONICO.pdf,08.613.321/0001-73
SFL - B06240 - VERIFICAR ELETRONICO.pdf,08.613.321/0001-73
SFL - B06240 -TIRAR DA SOMA - PROGRAMAR ELETRONICO.pdf,08.613.321/0001-73
SFL - B06240 banco ok L.pdf,82.956.160/0001-73
SFR (3)  - BANCO OK IPTU.pdf,
SFR (4)  - BANCO OK IPTU.pdf,
SFR (5)  - BANCO OK IPTU.pdf,
SGA - B20800 - DESMEMBRAR (1).pdf,45.543.915/0001-81
SGA - B20800 - DESMEMBRAR (2).pdf,45.543.915/0001-81
SGP - B91320.pdf,30.712.938/0001-03
SGR - B91000 (2).pdf,07.947.824/0001-12
SGR - B91000 (2)3.pdf,07.947.824/0001-12
SGR - B91000 (3).pdf,07.947.824/0001-12
SGR - B91000.pdf,07.947.824/0001-12
SGR Boletos - MC Café 24.02.pdf,07.947.824/0001-12
SGR Boletos - MC Donald´s - Aluguel.pdf,07.947.824/0001-12
SGS - B03930 (2).pdf,"03.760.207/0001-52,08.769.451/0001-08"
SGS - B03930 L.pdf,06.068.650/0001-55
SGS - B03930.pdf,06.068.650/0001-55
SGS_BOLETO FPP - MC DONALDS 21.02.pdf,06.068.650/0001-55
